relatedClaimNumberText,officeActionDate,createUserIdentifier,applicantCitedExaminerReferenceIndicator,kindCode,nplIndicator,workGroupNumber,patentApplicationNumber,officeActionCategory,groupArtUnitNumber,qualitySummaryText,createDateTime,techCenter,countryCode,passageLocationText,obsoleteDocumentIdentifier,id,citationCategoryCode,examinerCitedReferenceIndicator,publicationNumber,inventorNameText,citedDocumentIdentifier
1-32,2024-02-08,ETL_SYS,False,,False,2480,17653947,CTNF,2486,AOK,2025-01-13 14:32:11,2400,,"['c. 112|section 2|claim 5|claims 21 and 23|c. 103|section 102|claim 1|claims 5 and 7|c. 102|section 1)|claim 32|claims 13 and 15|section 151|claim 8|claims 17-20 and 22|section 122|claim 24|claims 1-4 and 6|claim 2|claims 1-4, 6, 9-12, 14, 17-20, 22, 25-28 and 30|claim 7|claims 29 and 31|claim 4|claims 8, 16, 24 and 32|claim 6|claims 9-12 and 14|claim 3|claims 25-28 and 30|claims 5, 7, 13, 15, 21, 23, 29 and 31']",LSADALLTREENX12,d843d9313fddd9b4a22fd3998dc579d5,X,False,,,
"8,16,24,32",2024-02-08,ETL_SYS,False,A1,False,2480,17653947,CTNF,2486,AOK,2025-01-13 14:32:11,2400,US,"['c. 112|section 2|claim 5|claims 21 and 23|c. 103|section 102|claim 1|claims 5 and 7|c. 102|section 1)|claim 32|claims 13 and 15|section 151|claim 8|claims 17-20 and 22|section 122|claim 24|claims 1-4 and 6|claim 2|claims 1-4, 6, 9-12, 14, 17-20, 22, 25-28 and 30|claim 7|claims 29 and 31|claim 4|claims 8, 16, 24 and 32|claim 6|claims 9-12 and 14|claim 3|claims 25-28 and 30|claims 5, 7, 13, 15, 21, 23, 29 and 31']",LSADALLTREENX12,bf54f17e55930e79366f8514b58b71cc,X,True,20210377554,KIM; Jaehwan,US 20210377554 A1
"8,16,24,32",2024-02-08,ETL_SYS,False,,False,2480,17653947,CTNF,2486,AOK,2025-01-13 14:32:11,2400,,"['c. 112|section 2|claim 5|claims 21 and 23|c. 103|section 102|claim 1|claims 5 and 7|c. 102|section 1)|claim 32|claims 13 and 15|section 151|claim 8|claims 17-20 and 22|section 122|claim 24|claims 1-4 and 6|claim 2|claims 1-4, 6, 9-12, 14, 17-20, 22, 25-28 and 30|claim 7|claims 29 and 31|claim 4|claims 8, 16, 24 and 32|claim 6|claims 9-12 and 14|claim 3|claims 25-28 and 30|claims 5, 7, 13, 15, 21, 23, 29 and 31']",LSADALLTREENX12,b4019e9017a3baae17dbb7ec4d35de18,X,True,,,
1-20,2021-06-11,ETL_SYS,False,,False,2410,16547633,CTFR,2411,AOK,2025-01-13 14:32:11,2400,,['col 1|c. 103|lines 15-30|fig. 2a)|claim 1|claims 1-20'],KPPU7DZMLDFLYX4,01723e30735f9bd18e654c3d92431ddb,X,False,,,
"3,6-10,13,16-20",2023-07-13,ETL_SYS,False,,False,2480,17601848,CTNF,2482,AOK,2025-01-13 14:32:11,2400,,"['c. 102|claim 4|claims 3,6-10,13 and 16-20|claim 1|claims 11-12,14-15|claims 1-2,4-5|claims 3,6,13 and 16|claims 7-8 and 17-18|claims 2 and 5']",LJY9WBWKGREENX1,521505277f9023f75599eb18a49ae65e,X,False,,,
1-20,2024-10-28,ETL_SYS,False,,False,2460,17852688,CTNF,2461,AOK,2025-01-13 14:32:11,2400,,"['page 12|pg. 8|pgs. 7-8|c. 102 and 103|section 102|figure 1|f 7am|claim 3|claims 1, 3, 5, 7, 8, 10|pg. 10|c. 112|section 3|figure 7)|claim 20|claims 16 and 18|pg. 1|c. 103|section 4, 1st|figure 4a|claim 17|claims 2 and 4|pg. 3|section 1|figure 7|claim 6|claims 17, 19|section 4|claim 1|claim 2|claim 9|claim 4|claim 8|claim 7|claim 5']",M2T8QFSAWFYGX53,90b7ccf9dbc87fd048cb8c54ed0d104c,X,False,,,
"1,3,5-7,9-11",2024-03-05,ETL_SYS,False,,False,2480,17931463,CTNF,2488,AOK,2025-01-13 14:32:11,2400,,"['c. 102|section 151|fig. 1a|claim 14|claims 7, 9 and 11|c. 103|section 122|fig. 1|claim 1, 3, 5, 6, 7, 9-11|claims 2 and 8|section 102|fig. 3)|claim 1|claims 4 and 12|fig. 4|claim 3|claim 5|claim 6|claim 7|claim 2|claim 8|claim 4']",LT8PSZQSXBLUEX4,cf3f19c1d0afd48614f79d977c8df219,X,False,,,
"1-2,4,21-22,51-52",2021-10-25,ETL_SYS,False,A1,False,2460,16637700,CTNF,2469,AOK,2025-01-13 14:32:11,2400,WO,"['para. 0057|c. 102|line 3|fig. 7|claim 2|claims 1-2, 4, 21-22|para. 0081|c. 119|line 2|fig. 9|claim 3|claims 10, 12, 15, 17-18|para. 0040|c. 103|line 5|fig. 5|claim 7|claims 1|line 7|claim 1|claims 21|line 8|claim 5|claims 6, 11, 13-14, 19, 23-50|line 9|claim 9|claims 3, 7-8|claim 4|claims 9, 16|claim 8|claims 3, 8, 10, 12, 15, 18, 22|claims 9']",KV0XLY44LDFLYX5,d117a2c6d2edb067adf227b848ae301d,X,True,2017023231,MOROZOV GREGORY,WO-2017023231-A1
"1,3,5,7-10,12,15-18,20-21,52,55",2021-10-25,ETL_SYS,False,,False,2460,16637700,CTNF,2469,AOK,2025-01-13 14:32:11,2400,,"['para. 0057|c. 102|line 3|fig. 7|claim 2|claims 1-2, 4, 21-22|para. 0081|c. 119|line 2|fig. 9|claim 3|claims 10, 12, 15, 17-18|para. 0040|c. 103|line 5|fig. 5|claim 7|claims 1|line 7|claim 1|claims 21|line 8|claim 5|claims 6, 11, 13-14, 19, 23-50|line 9|claim 9|claims 3, 7-8|claim 4|claims 9, 16|claim 8|claims 3, 8, 10, 12, 15, 18, 22|claims 9']",KV0XLY44LDFLYX5,b42a9950def8910ebdf4d3d7ed98111d,X,False,,,
1-20,2024-07-17,ETL_SYS,False,,False,2420,18347955,CTNF,2424,AOK,2025-01-13 14:32:11,2400,,"['f.3d|claim 1|claims 1-20|f.2d|claims 2-11, 13-15, 17-20|claims 1, 12 and 16']",LYN50FRKREENX11,98a9cf10a83e1d1c9dc652e86b4a6da4,X,False,,,
1,2024-07-17,ETL_SYS,False,A1,False,2420,18347955,CTNF,2424,AOK,2025-01-13 14:32:11,2400,US,"['f.3d|claim 1|claims 1-20|f.2d|claims 2-11, 13-15, 17-20|claims 1, 12 and 16']",LYN50FRKREENX11,d6874e97c0c4dbc748c666cc5ae4592c,X,True,20180027255,ALSHINA; Elena,US 20180027255 A1
"1,8,14",2023-02-13,ETL_SYS,False,,False,2420,17227195,CTNF,2424,AOK,2025-01-13 14:32:11,2400,,"['paragraph (0079))|page 10|column 8|c. 103|lines 41-45)|claim 21|claims 4, 11 and 17|paragraph (0015))|page 1|column 6|c. 112|lines 38-41)|claim 1|claims 2, 9 and 15|paragraph (0008))|page 2|column 1|lines 21-23)|claim 25|claims 1, 8 and 14|paragraph (0011))|page 3|lines 8-11)|claim 23|claims 7, 12 and 19|paragraph (0027))|page 4|claim 8|claims 5 and 18|paragraph (0001))|claim 22|claims 1 and 14|paragraph (0014))|claim 24|claims 3, 10 and 16|paragraph (0016))|claims 1, 5-6, 8, 13-14, 18 and 20-23|paragraph (0005))|claims 6, 13 and 20|paragraph (0037))|paragraph (0132))|paragraph (0033)))|paragraph (0002))']",LDXALUFBGREENX0,de37fa68d8c19e068f8d580adde371e7,X,False,,,
1-14,2023-07-20,ETL_SYS,False,A1,False,2420,17709114,CTNF,2421,AOK,2025-01-13 14:32:11,2400,US,"['para 15 and 39|pg. 7|c. 103|fig. 6c|figs. 6a|f.3d|claim 14|claims 1-12|para 48-49)|pg. 5-7|c. 112|fig. 1|claim 8|claims 1-7|para 37|fig. 4a|claim 9|claims 1-8|para 19, 63)|claim 11|claims 1-10|para 57-59)|claim 4|claims 1-3|para 0069-72, 74, 76-77, 89|claim 7|claims 1-6|para 112|claim 2|claims 1-4|para 30|claim 1|claims 1-9|para 15, 33, 37, 40-43, 48|claim 5|claims 1-2|para 36|claim 3|claims 1-11|para 39|claim 6|claims 1-5|para 25-26|para 0063, 83)|para 0035|para 31, 39|para 32|para 55-60)|para 61|para 38-40|para 31|para 83, 112, 118|para 27|para 41-42 and 53-53|para 68-72|para 41 and 42|para 15|para [0039]']",LK8MTK5XXBLUEX5,9a4f20c71fef54d14c5ac2c74080fa11,X,True,20080155585,Craner; Michael L.,US 20080155585 A1
"2-12,14",2023-07-20,ETL_SYS,False,,False,2420,17709114,CTNF,2421,AOK,2025-01-13 14:32:11,2400,,"['para 15 and 39|pg. 7|c. 103|fig. 6c|figs. 6a|f.3d|claim 14|claims 1-12|para 48-49)|pg. 5-7|c. 112|fig. 1|claim 8|claims 1-7|para 37|fig. 4a|claim 9|claims 1-8|para 19, 63)|claim 11|claims 1-10|para 57-59)|claim 4|claims 1-3|para 0069-72, 74, 76-77, 89|claim 7|claims 1-6|para 112|claim 2|claims 1-4|para 30|claim 1|claims 1-9|para 15, 33, 37, 40-43, 48|claim 5|claims 1-2|para 36|claim 3|claims 1-11|para 39|claim 6|claims 1-5|para 25-26|para 0063, 83)|para 0035|para 31, 39|para 32|para 55-60)|para 61|para 38-40|para 31|para 83, 112, 118|para 27|para 41-42 and 53-53|para 68-72|para 41 and 42|para 15|para [0039]']",LK8MTK5XXBLUEX5,b3ebf370fbc88237cf9f43416fc7e36e,X,False,,,
1-15,2024-09-05,ETL_SYS,False,,False,2440,18055849,CTNF,2444,AOK,2025-01-13 14:32:11,2400,,"['par 24|c. 103|section 102|f.2d|claim 3|claims 5-8|par 30-31)|c. 112|section 151|claim 2|claims 1-2, 9-10|par 10)|c. 102|section 122|claim 1|par 25)|claim 4|par 8)|claim 9|par 118)|par 25']",M0MVGDI1WFYBX96,c41cd37b359ec430995b7695408fb2e9,X,False,,,
11,2024-09-05,ETL_SYS,False,A1,False,2440,18055849,CTNF,2444,AOK,2025-01-13 14:32:11,2400,US,"['par 24|c. 103|section 102|f.2d|claim 3|claims 5-8|par 30-31)|c. 112|section 151|claim 2|claims 1-2, 9-10|par 10)|c. 102|section 122|claim 1|par 25)|claim 4|par 8)|claim 9|par 118)|par 25']",M0MVGDI1WFYBX96,f50c66e635ef589c837fe3ad3ad7410f,X,True,20200234068,Zhang; Meng,US 20200234068 A1
"1-2,9-10,13-15",2024-09-05,ETL_SYS,False,A1,False,2440,18055849,CTNF,2444,AOK,2025-01-13 14:32:11,2400,US,"['par 24|c. 103|section 102|f.2d|claim 3|claims 5-8|par 30-31)|c. 112|section 151|claim 2|claims 1-2, 9-10|par 10)|c. 102|section 122|claim 1|par 25)|claim 4|par 8)|claim 9|par 118)|par 25']",M0MVGDI1WFYBX96,eb9c65336d639cc5084e4c91db38034f,X,True,20180082058,Ferragut; Erik M.,US 20180082058 A1
12,2024-09-05,ETL_SYS,False,A1,False,2440,18055849,CTNF,2444,AOK,2025-01-13 14:32:11,2400,US,"['par 24|c. 103|section 102|f.2d|claim 3|claims 5-8|par 30-31)|c. 112|section 151|claim 2|claims 1-2, 9-10|par 10)|c. 102|section 122|claim 1|par 25)|claim 4|par 8)|claim 9|par 118)|par 25']",M0MVGDI1WFYBX96,305935494da0bef237a5a535626fd6df,X,True,20220292685,HEISLER; Morgan Lindsay,US 20220292685 A1
1-24,2021-09-10,ETL_SYS,False,,False,2440,16777237,CTNF,2446,AOK,2025-01-13 14:32:11,2400,,"['paragraph 0027|column 901|c. 112|fig 7|table 1)|claim 11|claims 6, 14|paragraph 0029|column 902|c. 103|fig 9|claim 3|claims 1-24|paragraph 0032|column 903|fig 12|claim 2|claims 2 and 10|paragraph 0033|fig 13|claim 12|claims 5 and 13|paragraph 0051|fig 1|claim 4|claims 1 and 17|paragraph 0058|fig 3|claim 18|claims 6-8, 14-16|paragraph 0022|fig 6|claim 5|claims 4 and 12|paragraph 0023|claim 10|claims 1-5, 9-13|paragraph 0024|claim 1|claims 3 and 11|paragraph 0026|claim 9|paragraph 0027|column 901|c. 112|fig 7|table 1)|claim 12|claims 6, 14|paragraph 0029|column 902|c. 103|fig 9|claim 4|claims 1-24|paragraph 0032|column 903|fig 12|claim 3|claims 2 and 10|paragraph 0033|fig 13|claim 2|claims 5 and 13|paragraph 0051|fig 1|claim 11|claims 1 and 17|paragraph 0058|fig 3|claim 5|claims 4 and 12|paragraph 0022|fig 6|claim 18|claims 6-8, 14-16|paragraph 0023|claim 10|claims 1-5, 9-13|paragraph 0024|claim 1|claims 3 and 11|paragraph 0026|claim 9|paragraph 0051|column 901|c. 112|fig 7|table 1)|claim 11|claims 1-24|paragraph 0058|column 902|c. 103|fig 9|claim 3|claims 6, 14|paragraph 0027|column 903|fig 12|claim 12|claims 2 and 10|paragraph 0029|fig 13|claim 4|claims 5 and 13|paragraph 0032|fig 1|claim 2|claims 1 and 17|paragraph 0033|fig 3|claim 18|claims 4 and 12|paragraph 0022|fig 6|claim 5|claims 6-8, 14-16|paragraph 0023|claim 10|claims 1-5, 9-13|paragraph 0024|claim 1|claims 3 and 11|paragraph 0026|claim 9']",KTBN00QTLDFLYX9,355e9392f957f4fe4b1cb6b9bd3ea13e,X,False,,,
"5-6,11-18",2022-11-22,ETL_SYS,False,,True,2490,17391614,CTNF,2493,#6: NPL was used in the rejection,2025-01-13 14:32:11,2400,,"['c. 103|fig. 3, 315-355)|claim 1|claims 1-18|c. 112|claim 7|claims 5, 11 and 17|c. 101|claims 1, 7 and 13|claims 2-3, 8-9 and 14-15|claims 4, 10 and 16|claims 6, 12 and 18|claims 5-6, 11-12 and 17-18|claims 13-18']",LAS79RY8XBLUEX3,2c0aad3511a19711304ec833e23529ec,X,False,,,
16-31,2022-02-15,ETL_SYS,False,,False,2410,17018313,CTNF,2413,AOK,2025-01-13 14:32:11,2400,,"['para 1|page 328|col 4|c 103|section 151|line 15|lines 10-11|fig. 1|claim 18|claims 18, 20 and 21|para 2-3|page 327|c. 102|section 122|lines 5-6|claim 17|claims 22 and 23|para 5|c. 112|section 102|claim 19|claims 17 and 28-31|para 3|claim 25|claims 29-31|claim 29|claims 17-27|claim 28|claim 31|claim 16 and 24-27|claim 24|claim 21|claim 16-31|claim 23|claim 16|claim 26|claim 22|claim 1|claim 27|claim 20|claim 30|para 1|page 328|col 4|c 103|section 151|line 15|lines 10-11|fig. 1|claim 30|claims 18, 20 and 21|para 2-3|page 327|c. 102|section 122|lines 5-6|claim 17|claims 22 and 23|para 5|c. 112|section 102|claim 19|claims 17 and 28-31|para 3|claim 25|claims 29-31|claim 29|claims 17-27|claim 28|claim 31|claim 16 and 24-27|claim 24|claim 21|claim 16-31|claim 16|claim 23|claim 26|claim 22|claim 1|claim 27|claim 20|para 3|page 327|col 4|c 103|section 151|line 15|lines 10-11|fig. 1|claim 28|claims 18, 20 and 21|para 5|page 328|c. 102|section 122|lines 5-6|claim 19|claims 22 and 23|para 1|c. 112|section 102|claim 17|claims 17 and 28-31|para 2-3|claim 25|claims 29-31|claim 29|claims 17-27|claim 31|claim 16 and 24-27|claim 24|claim 21|claim 16-31|claim 16|claim 23|claim 26|claim 22|claim 1|claim 27|claim 20|claim 30']",KZIOLTFADFLYX11,b5417d7bca3efdea12ea91fc588a5506,X,False,,,
1-18,2024-05-01,ETL_SYS,False,,False,2490,18381864,CTNF,2497,AOK,2025-01-13 14:32:11,2400,,['c. 103|section 102|fig. 9|f.3d|claim 1|claims 1-18|c. 102 and 103|f.2d|claims 2-20'],LVLBC225XBLUEX9,d263951b0ba49add5a5859e1ebad2f31,X,False,,,
"1,12,18,24-37",2023-08-01,ETL_SYS,False,,False,2490,17063220,CTNF,2499,AOK,2025-01-13 14:32:11,2400,,,LKMQGHY1GREENX0,60c1c85e81910f16d62b8725bbe470ca,X,False,,,
38-40,2023-08-01,ETL_SYS,False,A1,False,2490,17063220,CTNF,2499,AOK,2025-01-13 14:32:11,2400,US,,LKMQGHY1GREENX0,2847fe7d42b8bc4b10bda04c59ee70ba,X,True,20230222744,UHM; Junwhon,US 20230222744 A1
1-23,2020-08-21,ETL_SYS,False,A1,False,2450,15655678,CTNF,2458,AOK,2025-01-13 14:32:11,2400,US,"['c. 103|claim 1|claims 1-5, 7-12, 14-20 and 22, 23|claim 4|claims 8-12|claim 5|claims 1-5|claim 7|claims 1-23|claim 2|claims 6, 13 and 21|claim 3|claims 1 -23|claims 16-20, 22 and 23']",KE1QO3PHRXEAPX1,f76a93961986b3206cfcb7bbca6bab8d,X,True,20040177245,"Murphy, Richard C.",US 20040177245 A1
1-23,2020-08-21,ETL_SYS,False,,False,2450,15655678,CTNF,2458,AOK,2025-01-13 14:32:11,2400,,"['c. 103|claim 1|claims 1-5, 7-12, 14-20 and 22, 23|claim 4|claims 8-12|claim 5|claims 1-5|claim 7|claims 1-23|claim 2|claims 6, 13 and 21|claim 3|claims 1 -23|claims 16-20, 22 and 23']",KE1QO3PHRXEAPX1,1adb97923d2d08434933e088d08d9436,X,False,,,
1-9,2020-02-05,ETL_SYS,False,,False,2470,16323873,CTNF,2474,AOK,2025-01-13 14:32:11,2400,,,K672CBHXRXEAPX1,777b5b7707755ab22dd7b4977754dabf,X,False,,,
"1-2,4,6",2020-02-05,ETL_SYS,False,A1,False,2470,16323873,CTNF,2474,AOK,2025-01-13 14:32:11,2400,US,,K672CBHXRXEAPX1,5e4adcbae975da5d2414b82f522fd015,X,True,20180270011,YANG; Suckchel,US 20180270011 A1
"16,19-23,25-26,29-35",2024-12-19,ETL_SYS,False,A1,False,2460,17756035,CTFR,2466,AOK,2025-01-13 14:32:11,2400,WO,"['paragraph 0072|paragraphs 0078, 0079]|page 7|c. 102 and 103|section 102|l1|table 2|claim 34|claims 16 and 26|paragraph 0077|paragraphs 0075, 0077, 0081]|page 13)|c. 103|claim 33|claims 19 and 29|paragraph 0075|paragraphs 0075, 0067]|c. 112|claim 1|claims 21, 31 and 34|paragraph 0067|paragraphs 0067, 0075]|claim 22 and 32|claims 21 and 31|paragraph 0082]|paragraphs 0047-0048)|claim 25 and 35|claims 23 and 33|paragraph 0069|paragraphs 0067|claim 20 and 30|paragraph 0065|paragraphs 0071-0073]']",M4SK3GSPWFYGX62,1bf13d5741f907797da36f575213b073,X,True,2018024066,PANG J,WO-2018024066-A1
"1,16-17,19-23,25-27,29-35",2024-12-19,ETL_SYS,False,,False,2460,17756035,CTFR,2466,AOK,2025-01-13 14:32:11,2400,,"['paragraph 0072|paragraphs 0078, 0079]|page 7|c. 102 and 103|section 102|l1|table 2|claim 34|claims 16 and 26|paragraph 0077|paragraphs 0075, 0077, 0081]|page 13)|c. 103|claim 33|claims 19 and 29|paragraph 0075|paragraphs 0075, 0067]|c. 112|claim 1|claims 21, 31 and 34|paragraph 0067|paragraphs 0067, 0075]|claim 22 and 32|claims 21 and 31|paragraph 0082]|paragraphs 0047-0048)|claim 25 and 35|claims 23 and 33|paragraph 0069|paragraphs 0067|claim 20 and 30|paragraph 0065|paragraphs 0071-0073]']",M4SK3GSPWFYGX62,6976c21cb89ba8b6212ba7ddcff37e81,X,False,,,
"8-12,15-16,18-19,21-22",2023-07-24,ETL_SYS,False,,False,2450,17647059,CTFR,2452,AOK,2025-01-13 14:32:11,2400,,"['paragraph [0002]|pages 11 and 12|c. 103|section 102|fig.1a|f.3d|claim 8|claims 1-22|paragraph [0003]|fig. 1a|f.2d|claim 1|claims 1, 2, 4-5, 15, 16, 18-20|paragraph [0062]|claim 4|claims 1, 2, 7, 8, 9, 13, 15, 16|paragraph [0074]|claim 9 2|claims 8-9, 11, 12|paragraph [0018]|claim 6 and 22|claims 1, 5, 7, 8, 11, 12, 15 and 16|paragraph [0020]|claim 9|paragraph [0030]|claim 2|claim 5|claim 3|claim 6|claim 7']",LKBAOW4TXBLUEX5,38e0e436dc4bdf4897a492033ee7447f,X,False,,,
"16-38,40-52,54-56,63-64",2020-07-15,ETL_SYS,False,,False,2460,15073315,CTNF,2468,AOK,2025-01-13 14:32:11,2400,,"['par 0021,0041|c. 103|claim 50|claims 4, 19, 34, 47, 61-64|par 0007|claim 7|claims 11, 12, 26, 27|par 0008|claim 1|claims 15, 30, 43, 56|claim 5|claims 2, 5, 18, 20, 32, 35, 46, 48|claim 63|claims 1, 3, 6-10,13,14,16,17,21-25,28, 29, 31, 33, 36-42, 44, 45, 49, 50-52,54, 55, 57, 59, 65, 66|claim 61|claim 26|claim 42|claim 23|claim 27|claim 35|claim 9|claim 4|claim 6|claim 8|claim 6|claim 31|claim 38|claim 3|claim 2|claim 1, 1|claim 0, 0|claim 7, 7|par 0021,0041|c. 103|claim 50|claims 4, 19, 34, 47, 61-64|par 0007|claim 7|claims 11, 12, 26, 27|par 0008|claim 1|claims 15, 30, 43, 56|claim 5|claims 2, 5, 18, 20, 32, 35, 46, 48|claim 26|claims 1, 3, 6-10,13,14,16,17,21-25,28, 29, 31, 33, 36-42, 44, 45, 49, 50-52,54, 55, 57, 59, 65, 66|claim 63|claim 61|claim 42|claim 23|claim 27|claim 35|claim 9|claim 4|claim 6|claim 8|claim 6|claim 31|claim 38|claim 3|claim 2|claim 1, 1|claim 5']",KCNCLVN7RXEAPX2,abe19f92223d00fe205055de38daf56a,X,False,,,
1-16,2021-07-27,ETL_SYS,False,,False,2490,17319193,CTNF,2492,AOK,2025-01-13 14:32:11,2400,,"['c. 103|f.3d|claim 5|claims 5, 6, 13 and 14|f.2d|claim 1|claims 1 and 9|claim 3|claims 7 and 15|claim 2|claims 3 and 11|claim 9|claims 2 and 10|claim 8|claims 1-16|claim 6|claims 8 and 16|claim 7|claims 1-9|claim 4|claims 4 and 12']",KRGBMNXNLDFLYX9,27e17a4d76b32b781d5e54bcaf098f68,X,False,,,
"5-7,18,27",2021-11-02,ETL_SYS,False,A1,False,2470,16948094,CTNF,2473,AOK,2025-01-13 14:32:11,2400,US,"['par 0131-0145|c. 103|fig. 10|claim 3|claims 9-11, 19, 20, 28|par 0196-0197|c. 102|fig. 13|claim 25|claims 14, 23|par 0273-0276|fig. 16|claim 1|claims 13, 22, 30|par 0279-0285|fig. 17)|claim 8|claims 5-7, 18, 27|par 0287-0299|claim 6|claims 18, 27|par 0305|claim 4|claims 17, 26|par 0310-0313|claim 7|claims 21, 29|par 0324-0327)|claim 5|claims 2, 16|par 0132-0139|claim 24|claims 8, 12, 21, 29|par 0143-0152|claims 1-3, 13, 15, 16, 22, 24, 25, 30|par 0133-0134)|claims 4, 17, 26|par 0259-0271|par 0312-0313|par 0323-0326)|par 0131-0139|par 0240-0241|par 0255-0257|par 0273-0279|par 0287-0292|par 0260-0262|par 0330-0343)|par 0131-0145|c. 103|fig. 10|claim 3|claims 9-11, 19, 20, 28|par 0196-0197|c. 102|fig. 13|claim 25|claims 14, 23|par 0273-0276|fig. 16|claim 1|claims 13, 22, 30|par 0279-0285|fig. 17)|claim 8|claims 18, 27|par 0287-0299|claim 6|claims 5-7, 18, 27|par 0305|claim 4|claims 17, 26|par 0310-0313|claim 7|claims 21, 29|par 0324-0327)|claim 5|claims 2, 16|par 0132-0139|claim 24|claims 8, 12, 21, 29|par 0143-0152|claims 1-3, 13, 15, 16, 22, 24, 25, 30|par 0133-0134)|claims 4, 17, 26|par 0259-0271|par 0312-0313|par 0323-0326)|par 0131-0139|par 0240-0241|par 0255-0257|par 0273-0279|par 0287-0292|par 0260-0262|par 0330-0343)']",KVCLH2PNLDFLYX4,73a2f001a8f69b3a9336a0a95eeae537,X,True,20200259521,ZHAO; Qun,US 20200259521 A1
"9-11,15,17,19-20,25,28",2021-11-02,ETL_SYS,False,,False,2470,16948094,CTNF,2473,AOK,2025-01-13 14:32:11,2400,,"['par 0131-0145|c. 103|fig. 10|claim 3|claims 9-11, 19, 20, 28|par 0196-0197|c. 102|fig. 13|claim 25|claims 14, 23|par 0273-0276|fig. 16|claim 1|claims 13, 22, 30|par 0279-0285|fig. 17)|claim 8|claims 5-7, 18, 27|par 0287-0299|claim 6|claims 18, 27|par 0305|claim 4|claims 17, 26|par 0310-0313|claim 7|claims 21, 29|par 0324-0327)|claim 5|claims 2, 16|par 0132-0139|claim 24|claims 8, 12, 21, 29|par 0143-0152|claims 1-3, 13, 15, 16, 22, 24, 25, 30|par 0133-0134)|claims 4, 17, 26|par 0259-0271|par 0312-0313|par 0323-0326)|par 0131-0139|par 0240-0241|par 0255-0257|par 0273-0279|par 0287-0292|par 0260-0262|par 0330-0343)|par 0131-0145|c. 103|fig. 10|claim 3|claims 9-11, 19, 20, 28|par 0196-0197|c. 102|fig. 13|claim 25|claims 14, 23|par 0273-0276|fig. 16|claim 1|claims 13, 22, 30|par 0279-0285|fig. 17)|claim 8|claims 18, 27|par 0287-0299|claim 6|claims 5-7, 18, 27|par 0305|claim 4|claims 17, 26|par 0310-0313|claim 7|claims 21, 29|par 0324-0327)|claim 5|claims 2, 16|par 0132-0139|claim 24|claims 8, 12, 21, 29|par 0143-0152|claims 1-3, 13, 15, 16, 22, 24, 25, 30|par 0133-0134)|claims 4, 17, 26|par 0259-0271|par 0312-0313|par 0323-0326)|par 0131-0139|par 0240-0241|par 0255-0257|par 0273-0279|par 0287-0292|par 0260-0262|par 0330-0343)']",KVCLH2PNLDFLYX4,acb5f374b405b46ed225036a8f4c39ea,X,False,,,
"5,15",2022-01-06,ETL_SYS,False,,False,2470,16963935,CTNF,2476,AOK,2025-01-13 14:32:11,2400,,"['c. 102|section 102|line 15|lines 4-5]|fig. 6|claim 9|claims 1, 3, 4|c. 112|lines 1-4]|fig. 9]|claim 1|c. 103|fig. 9|claim 7|fig. 10]|claim 8|fig. 10|claim 6|claim 3|claim 5|claim 4']",KY0L2RYKLDFLYX5,d05227eb40963ffb686f420e71b7b7bb,X,False,,,
1-21,2020-11-25,ETL_SYS,False,,False,2490,16569080,CTNF,2493,AOK,2025-01-13 14:32:11,2400,,"['par. 0055, 0063|c. 103|fig. 3|claim 1|claims 4, 11|par. 0079|c. 112|claim 8|claims 1-3, 5, 7-10, 12, 14-17, 19|par. 0055|claim 21|claims 1-21|par. 0063|claim 20|claims 11 and 18|par. 0032-0033|claim 6|claims 2-7, 9-14|par. 0036|claim 9|claims 8 and 18|par. 0038-0040|claim 4|claims 6, 13|par. 0066-0069|claim 7|claims 1, 8|par. 0038-0039)|claim 3|claim 5|claim 2|c. 103|claims 1-3, 5, 7-10, 12, 14-17, 19']",KHUP15CULDFLYX4,80946582346d24e16f7376d3d52931a3,X,False,,,
"1-3,5-12,14-22",2022-12-22,ETL_SYS,False,A1,False,2450,17570999,CTFR,2452,AOK,2025-01-13 14:32:11,2400,US,"['pages 9-10|c. 112|section 102|fig. 4)|claim 19|claims 1-3, 5-12|c. 103|fig. 18b|claim 6|claims 1, 11|fig. 2, [0062]|claim 1|claims 4 and 13|fig. 2|claim 3|claims 21-22|fig. 1|claim 9|claims 1, 3, 6, 9|fig. 4|claim 7|claims 16-20|fig. 32a|claim 2|claims 1 and 4-5, 7-8|fig. 32b|claim 8|claim 5']",LBWMATAMXBLUEX1,9d38854708c7818fd318c93054a1f168,X,True,20160253645,CIABARRA; Christopher,US 20160253645 A1
