relatedClaimNumberText,officeActionDate,createUserIdentifier,applicantCitedExaminerReferenceIndicator,kindCode,nplIndicator,workGroupNumber,patentApplicationNumber,officeActionCategory,inventorNameText,groupArtUnitNumber,qualitySummaryText,createDateTime,techCenter,citedDocumentIdentifier,countryCode,passageLocationText,obsoleteDocumentIdentifier,id,citationCategoryCode,examinerCitedReferenceIndicator,publicationNumber
9-10,2022-04-04,ETL_SYS,False,A1,False,2120,17587806,CTNF,Drevo; Will D.,2127,AOK,2025-01-13 14:32:11,2100,US 20160132787 A1,US,"['paragraph 31|paragraphs 4, 44|c. 103|line 2|fig. 1a)|figs. 1a|claim 17|claims 1-17, 19-20|paragraph 26|paragraphs 26, 30-31|c. 101|line 3|fig. 4c|claim 2|claims 1-7, 11-12, 14-20|paragraph 43|paragraphs 45, 84|c. 102|claim 12|claims 8, 13|paragraphs 28, 31|claim 4|claims 1, 19 and 20|paragraphs 31, 64|claim 7|claims 2-7|paragraphs 23, 73, 77|claim 1|claims 8-10, 17|paragraphs 17, 31, 75|claim 3|claims 11-16|paragraphs 26, 29, 39|claim 6|claims 4-5, 7|paragraphs 26, 39|claim 9|claims 19 and 20|paragraphs 31, 56|claim 5|paragraphs 41-42|claim 8']",L1F453JMXBLUEX2,add1b3df35327f501ee59374ec4c582f,Y,True,20160132787
9-10,2022-04-04,ETL_SYS,False,A1,False,2120,17587806,CTNF,WALTERS; Austin,2127,AOK,2025-01-13 14:32:11,2100,US 20210287048 A1,US,"['paragraph 31|paragraphs 4, 44|c. 103|line 2|fig. 1a)|figs. 1a|claim 17|claims 1-17, 19-20|paragraph 26|paragraphs 26, 30-31|c. 101|line 3|fig. 4c|claim 2|claims 1-7, 11-12, 14-20|paragraph 43|paragraphs 45, 84|c. 102|claim 12|claims 8, 13|paragraphs 28, 31|claim 4|claims 1, 19 and 20|paragraphs 31, 64|claim 7|claims 2-7|paragraphs 23, 73, 77|claim 1|claims 8-10, 17|paragraphs 17, 31, 75|claim 3|claims 11-16|paragraphs 26, 29, 39|claim 6|claims 4-5, 7|paragraphs 26, 39|claim 9|claims 19 and 20|paragraphs 31, 56|claim 5|paragraphs 41-42|claim 8']",L1F453JMXBLUEX2,dbf8e83cb630d4437d6b045395079b9f,Y,True,20210287048
"1-9,19-29",2024-09-17,ETL_SYS,False,,False,2110,16901147,CTNF,,2117,AOK,2025-01-13 14:32:11,2100,,,"['c. 103|section 102|fig. 2|claim 24|claims 4-9|c. 102 and 103|fig. 6a|claim 23|claims 1-3, 19-23|fig. 1|claim 20|claims 24-27|claim 1|claim 8|claim 7|claim 9|claim 22|claim 25|claim 2|claim 4|claim 5|claim 6|claim 3']",M16CUY9OWFYBX50,769f19ff895eed709788a9e88a92d01f,X,False,
1-20,2023-09-20,ETL_SYS,False,A1,False,2160,17851758,CTNF,Hsu; Chin-Hsing,2163,AOK,2025-01-13 14:32:11,2100,US 20220114004 A1,US,['paragraph [0025]|col. 1|c. 103|section 102|lines 8-11])|claim 3|claims 9 and 17|paragraph [0017]|claim 2|claims 1-7 and 9-20|paragraph [0004])|claim 1|claims 11 and 19|claim 8|claims 12 and 20|claim 4|claims 10 and 18|claim 6|claims 1-20|claim 7|claim 5|paragraph [0025]|col. 1|c. 103|section 102|lines 8-11])|claim 3|claims 9 and 17|paragraph [0017]|claim 2|claims 1-7 and 9-20|paragraph [0004])|claim 1|claims 11 and 19|claim 8|claims 12 and 20|claim 4|claims 10 and 18|claim 6|claims 2|claim 7|claims 1-20|claim 5|paragraph [0025]|col. 1|c. 103|section 102|lines 8-11])|claim 3|claims 9 and 17|paragraph [0017]|claim 2|claims 1-7 and 9-20|paragraph [0004])|claim 1|claims 10 and 18|claim 8|claims 12 and 20|claim 4|claims 11 and 19|claim 6|claims 2|claim 7|claims 1-20|claim 5'],LMPIDXQ8XBLUEX2,ea837928dc482299e27c37e47857fe3a,Y,True,20220114004
1-20,2023-09-20,ETL_SYS,False,B1,False,2160,17851758,CTNF,Shen; Yun,2163,AOK,2025-01-13 14:32:11,2100,US 9571510 B1,US,['paragraph [0025]|col. 1|c. 103|section 102|lines 8-11])|claim 3|claims 9 and 17|paragraph [0017]|claim 2|claims 1-7 and 9-20|paragraph [0004])|claim 1|claims 11 and 19|claim 8|claims 12 and 20|claim 4|claims 10 and 18|claim 6|claims 1-20|claim 7|claim 5|paragraph [0025]|col. 1|c. 103|section 102|lines 8-11])|claim 3|claims 9 and 17|paragraph [0017]|claim 2|claims 1-7 and 9-20|paragraph [0004])|claim 1|claims 11 and 19|claim 8|claims 12 and 20|claim 4|claims 10 and 18|claim 6|claims 2|claim 7|claims 1-20|claim 5|paragraph [0025]|col. 1|c. 103|section 102|lines 8-11])|claim 3|claims 9 and 17|paragraph [0017]|claim 2|claims 1-7 and 9-20|paragraph [0004])|claim 1|claims 10 and 18|claim 8|claims 12 and 20|claim 4|claims 11 and 19|claim 6|claims 2|claim 7|claims 1-20|claim 5'],LMPIDXQ8XBLUEX2,91c11fbb5c30cb7995533dea1fe0a332,Y,True,9571510
"1-3,16,18",2024-08-26,ETL_SYS,False,B2,False,2180,18006806,CTNF,Balraj; Jasper,2181,AOK,2025-01-13 14:32:11,2100,US 7376782 B2,US,"['paragraph 4]|paragraphs 65, 48|p. 6|col. 5|c. 102 and 103|section 102|line 20|lines 4-11|fig. 3|claim 6|claims 10-13|paragraph 4|paragraphs 4-5]|p. 12|col. 2|c. 103|lines 58-59|fig. 1|claim 3|claims 19-20|paragraph 38]|p. 4|col. 4|c. 119|lines 64-67]|claim 19|claims 1 and 18|paragraph 2]|p. 2|c. 101|lines 23-26|claim 2|claims 1-20|paragraph 75|p. 5|lines 20-37|claim 1|claims 5, 7-15|paragraph 39|p. 11|lines 34-35|claim 5|lines 5-7)|claim 9|lines 26-30]|claim 4|lines 26-30|claim 8|lines 17-22|claim 7|lines 16-21|lines 19-21]']",M05BQWQQWFYGX52,f9401499f38930f2f0ee6763a7cf9f6d,Y,True,7376782
"7-9,17-19",2023-09-28,ETL_SYS,False,A1,False,2170,18128540,CTNF,Shafron; Thomas J.,2178,AOK,2025-01-13 14:32:11,2100,US 20060129937 A1,US,"['para [0089]|c. 103|fig 2|claim 2 and 13|claims 1, 4, 10-12, 15 and 20|para [0005])|c. 102|claim 1|claims 3, 5-6, 14 and 16|para [0045 and 48]|claim 4|claims 7-9 and 17-19|para [0002])|claim 9|para [0052]|claim 3|para [0004])|claim 20|claim 8|claim 7|claim 5|claim 6|claim 2']",LN0CUTQ2XBLUEX3,0df8e12a73ad78e97aaa0b7b5386fdd1,Y,True,20060129937
"2,13",2023-09-28,ETL_SYS,False,A1,False,2170,18128540,CTNF,DUNNE; Anthony,2178,AOK,2025-01-13 14:32:11,2100,US 20180173390 A1,US,"['para [0089]|c. 103|fig 2|claim 2 and 13|claims 1, 4, 10-12, 15 and 20|para [0005])|c. 102|claim 1|claims 3, 5-6, 14 and 16|para [0045 and 48]|claim 4|claims 7-9 and 17-19|para [0002])|claim 9|para [0052]|claim 3|para [0004])|claim 20|claim 8|claim 7|claim 5|claim 6|claim 2']",LN0CUTQ2XBLUEX3,1ce9e3703a4e85578df07fdd846c569a,Y,True,20180173390
"7-9,17-19",2023-09-28,ETL_SYS,False,A1,False,2170,18128540,CTNF,DUNNE; Anthony,2178,AOK,2025-01-13 14:32:11,2100,US 20180173390 A1,US,"['para [0089]|c. 103|fig 2|claim 2 and 13|claims 1, 4, 10-12, 15 and 20|para [0005])|c. 102|claim 1|claims 3, 5-6, 14 and 16|para [0045 and 48]|claim 4|claims 7-9 and 17-19|para [0002])|claim 9|para [0052]|claim 3|para [0004])|claim 20|claim 8|claim 7|claim 5|claim 6|claim 2']",LN0CUTQ2XBLUEX3,6d9b913c7e4d7774b5f7db6b01236828,Y,True,20180173390
1,2024-04-10,ETL_SYS,False,A1,False,2130,17957294,CTNF,Bryc; Michal M.,2133,AOK,2025-01-13 14:32:11,2100,US 20180365155 A1,US,['col. 6|c. 102 and 103|section 151|line 31-40]|lines 58-67|fig. 2|claim 7|claims 15-20|col. 5|c. 112|section 122|line 33-50]|lines 60-67|fig 1|claim 1|claims 1-14|col. 7|c. 102|line 19-57]|lines 13-29|claim 4|claims 1-20|col. 8|line 64|lines 28-36]|claim 3|claims 2-14|col. 1|line 16]|claim 5|col 3|line 58|claim 9|col. 4|line 45]|claim 6|line 45|claim 8|line 8]|claim 2|line 1-32]|line 9-23]|line 62|line 3]|line 9-23'],LUR18GNIXBLUEX9,0856fd726b8b97cc4f99cf8ce31c74c3,X,True,20180365155
1-20,2024-04-10,ETL_SYS,False,,False,2130,17957294,CTNF,,2133,AOK,2025-01-13 14:32:11,2100,,,['col. 6|c. 102 and 103|section 151|line 31-40]|lines 58-67|fig. 2|claim 7|claims 15-20|col. 5|c. 112|section 122|line 33-50]|lines 60-67|fig 1|claim 1|claims 1-14|col. 7|c. 102|line 19-57]|lines 13-29|claim 4|claims 1-20|col. 8|line 64|lines 28-36]|claim 3|claims 2-14|col. 1|line 16]|claim 5|col 3|line 58|claim 9|col. 4|line 45]|claim 6|line 45|claim 8|line 8]|claim 2|line 1-32]|line 9-23]|line 62|line 3]|line 9-23'],LUR18GNIXBLUEX9,39d8927bbbc315240182e02f52be563e,X,False,
1-30,2024-05-09,ETL_SYS,False,,False,2110,18146816,CTNF,,2112,AOK,2025-01-13 14:32:11,2100,,,['p574|f.2d|claim 11|claims 1-30|f.3d|claim 16'],LVWO2L6MXBLUEX6,15351836eee92d5d41ec59c816ff6006,X,False,
1-20,2024-03-26,ETL_SYS,False,,False,2110,18211353,CTNF,,2111,AOK,2025-01-13 14:32:11,2100,,,"['c. 112|fig. 5)|claim 17|claims 1, 5-8|c. 132|claims 1-20']",LU2TUG8GXBLUEX2,8fbb20c8830d4ad5bccd2d6f441a72d0,X,False,
1,2024-03-26,ETL_SYS,False,A1,False,2110,18211353,CTNF,"Whetsel, Lee D.",2111,AOK,2025-01-13 14:32:11,2100,US 20010037479 A1,US,"['c. 112|fig. 5)|claim 17|claims 1, 5-8|c. 132|claims 1-20']",LU2TUG8GXBLUEX2,8ba505b247133239a7d86f748d68fc15,Y,True,20010037479
1,2024-03-26,ETL_SYS,False,A1,False,2110,18211353,CTNF,Moyer; William C.,2111,AOK,2025-01-13 14:32:11,2100,US 20070150782 A1,US,"['c. 112|fig. 5)|claim 17|claims 1, 5-8|c. 132|claims 1-20']",LU2TUG8GXBLUEX2,e7bd846884de6e9ef824d8a725c166dc,Y,True,20070150782
"1-4,11-13",2022-02-16,ETL_SYS,False,A1,True,2190,16708083,CTNF,Parimelazhagan; Ganesh Raj Mohan,2193,#6: NPL was used in the rejection,2025-01-13 14:32:11,2100,US 20180197123 A1,US,['paragraph [0071]|c. 103|fig. 3|claim 1|claims 18-20|paragraph [0001-0003])|c. 101|claim 2|claims 2-10 and 12-16|paragraph [0059]|claim 3|claims 1 and 11|paragraph [0001-0006])|claim 4|claims 6-10 and 15-16|claim 5 and 14|claims 5 and 14|claims 1-4 and 11-13|claims 11-12 and 13|claims 1-2 and 3|claims 1-20|paragraph [0071]|c. 103|fig. 3|claim 2: 2|claims 18-20|paragraph [0001-0003])|c. 101|claim 1|claims 2-10 and 12-16|paragraph [0059]|claim 2|claims 1 and 11|paragraph [0001-0006])|claim 3|claims 6-10 and 15-16|claim 5 and 14|claims 5 and 14|claim 4|claims 1-4 and 11-13|claims 11-12 and 13|claims 1-2 and 3|claims 1-20|paragraph [0071]|c. 103|fig. 3|claim 2: 2|claims 18-20|paragraph [0001-0003])|c. 101|claim 1|claims 2-10 and 12-16|paragraph [0059]|claim 3|claims 1 and 11|paragraph [0001-0006])|claim 2|claims 6-10 and 15-16|claim 4|claims 5 and 14|claim 5 and 14|claims 1-4 and 11-13|claims 11-12 and 13|claims 1-2 and 3|claims 1-20'],KZMXPU58LDFLYX5,5fdf4e1b4f697edeb1cb18b97091213c,Y,True,20180197123
"1-4,11-13",2022-02-16,ETL_SYS,False,B2,True,2190,16708083,CTNF,Wang; Jianjun,2193,#6: NPL was used in the rejection,2025-01-13 14:32:11,2100,US 8407661 B2,US,['paragraph [0071]|c. 103|fig. 3|claim 1|claims 18-20|paragraph [0001-0003])|c. 101|claim 2|claims 2-10 and 12-16|paragraph [0059]|claim 3|claims 1 and 11|paragraph [0001-0006])|claim 4|claims 6-10 and 15-16|claim 5 and 14|claims 5 and 14|claims 1-4 and 11-13|claims 11-12 and 13|claims 1-2 and 3|claims 1-20|paragraph [0071]|c. 103|fig. 3|claim 2: 2|claims 18-20|paragraph [0001-0003])|c. 101|claim 1|claims 2-10 and 12-16|paragraph [0059]|claim 2|claims 1 and 11|paragraph [0001-0006])|claim 3|claims 6-10 and 15-16|claim 5 and 14|claims 5 and 14|claim 4|claims 1-4 and 11-13|claims 11-12 and 13|claims 1-2 and 3|claims 1-20|paragraph [0071]|c. 103|fig. 3|claim 2: 2|claims 18-20|paragraph [0001-0003])|c. 101|claim 1|claims 2-10 and 12-16|paragraph [0059]|claim 3|claims 1 and 11|paragraph [0001-0006])|claim 2|claims 6-10 and 15-16|claim 4|claims 5 and 14|claim 5 and 14|claims 1-4 and 11-13|claims 11-12 and 13|claims 1-2 and 3|claims 1-20'],KZMXPU58LDFLYX5,58f4a03dd0c22ca356ca7a984f7a097b,Y,True,8407661
17-20,2022-02-16,ETL_SYS,False,A1,True,2190,16708083,CTNF,Parimelazhagan; Ganesh Raj Mohan,2193,#6: NPL was used in the rejection,2025-01-13 14:32:11,2100,US 20180197123 A1,US,['paragraph [0071]|c. 103|fig. 3|claim 1|claims 18-20|paragraph [0001-0003])|c. 101|claim 2|claims 2-10 and 12-16|paragraph [0059]|claim 3|claims 1 and 11|paragraph [0001-0006])|claim 4|claims 6-10 and 15-16|claim 5 and 14|claims 5 and 14|claims 1-4 and 11-13|claims 11-12 and 13|claims 1-2 and 3|claims 1-20|paragraph [0071]|c. 103|fig. 3|claim 2: 2|claims 18-20|paragraph [0001-0003])|c. 101|claim 1|claims 2-10 and 12-16|paragraph [0059]|claim 2|claims 1 and 11|paragraph [0001-0006])|claim 3|claims 6-10 and 15-16|claim 5 and 14|claims 5 and 14|claim 4|claims 1-4 and 11-13|claims 11-12 and 13|claims 1-2 and 3|claims 1-20|paragraph [0071]|c. 103|fig. 3|claim 2: 2|claims 18-20|paragraph [0001-0003])|c. 101|claim 1|claims 2-10 and 12-16|paragraph [0059]|claim 3|claims 1 and 11|paragraph [0001-0006])|claim 2|claims 6-10 and 15-16|claim 4|claims 5 and 14|claim 5 and 14|claims 1-4 and 11-13|claims 11-12 and 13|claims 1-2 and 3|claims 1-20'],KZMXPU58LDFLYX5,c5411207e8027656b970a88d3e400ce3,Y,True,20180197123
1-20,2021-09-01,ETL_SYS,False,,True,2120,15335341,CTNF,,2127,#6: NPL was used in the rejection,2025-01-13 14:32:11,2100,,,"['para 0068|page 206]|c. 103|section 2|claim 11|claims 1-20|page 205]|section 3|claim 5|claims 1, 7|page 211]|section 4]|claim 1|claim (8|claim 6|claim 3|claim 2|claim 4|claim 8|claim 7 -20|claim 9|claim (2']",KSYSY60ULDFLYX5,fdd11b601f374d4caf37a53dc321d094,Y,True,
1-20,2021-09-01,ETL_SYS,False,A1,True,2120,15335341,CTNF,GEVA; Amir B.,2127,#6: NPL was used in the rejection,2025-01-13 14:32:11,2100,US 20170216595 A1,US,"['para 0068|page 206]|c. 103|section 2|claim 11|claims 1-20|page 205]|section 3|claim 5|claims 1, 7|page 211]|section 4]|claim 1|claim (8|claim 6|claim 3|claim 2|claim 4|claim 8|claim 7 -20|claim 9|claim (2']",KSYSY60ULDFLYX5,5276f6fad7dec1d5ddfda74c849bd287,Y,True,20170216595
1-15,2022-10-06,ETL_SYS,False,,False,2190,16871506,CTFR,,2192,AOK,2025-01-13 14:32:11,2100,,,"['par. [0029])|para [0086])|paragraphs [0086] and [0106]|section 102|fig. 1|claim 14|claims 1-15|para [0038]))|claim 11|claims 1, 6|para [0029])|claim 3|claim 6|claim 5|claim 1|claim 4|claim 8|claim 2|claim 7|claim 9']",L8UMAIV5GREENX0,e64fbfb4e40f4fd125d2ea8e67ef3513,X,False,
1-15,2022-10-06,ETL_SYS,False,A1,False,2190,16871506,CTFR,Bafna; Kalpesh Ashok,2192,AOK,2025-01-13 14:32:11,2100,US 20170235563 A1,US,"['par. [0029])|para [0086])|paragraphs [0086] and [0106]|section 102|fig. 1|claim 14|claims 1-15|para [0038]))|claim 11|claims 1, 6|para [0029])|claim 3|claim 6|claim 5|claim 1|claim 4|claim 8|claim 2|claim 7|claim 9']",L8UMAIV5GREENX0,21a3a49ef7c1226ffb273ae2cc624a56,X,True,20170235563
1-2,2021-11-24,ETL_SYS,False,,False,2110,16490016,CTNF,,2119,AOK,2025-01-13 14:32:11,2100,,,['c. 102'],KWB1M0SMLDFLYX4,aefcbe1c395a7e922a0a6fec04519aec,X,False,
1-14,2021-11-24,ETL_SYS,False,A1,False,2110,16490016,CTNF,NAGATA; Kazumi,2119,AOK,2025-01-13 14:32:11,2100,US 20110205371 A1,US,['c. 102'],KWB1M0SMLDFLYX4,4392a6e8cbba2aca46f807188c58a06f,Y,True,20110205371
1-6,2020-10-29,ETL_SYS,False,,False,2180,16299435,CTNF,,2182,AOK,2025-01-13 14:32:11,2100,,,['page 10|column 8|c 101|section 3|line 7|figure 5|claim 4|claims 2-4|page 25|c. 112|line 8|figure 3|claim 5-6|c. 101|line 45-59|claim 1|c. 103|claim 6|claim 5 and 6|claim 3-4|claim 2|claim 3'],KGSADBINDFLYX11,ad3686687e71da64091ffeefdaaa9e98,X,False,
4,2021-06-16,ETL_SYS,False,,False,2110,16830464,CTNF,,2113,AOK,2025-01-13 14:32:11,2100,,,"['paragraph 0041)|paragraphs 0004 and 0007)|c. 102|fig. 1 and 2|claim 1|claims 1-6|paragraphs 0039, 0042)|claim 6|paragraphs 0039, 0040)|claim 4|claim 3|claim 2|claim 5']",KPWOB68ULDFLYX5,862d5139c3a6764c097b42df42486eaf,X,False,
"1-3,5-6",2021-06-16,ETL_SYS,False,A1,False,2110,16830464,CTNF,Bikumala; Sathish Kumar,2113,AOK,2025-01-13 14:32:11,2100,US 20180336485 A1,US,"['paragraph 0041)|paragraphs 0004 and 0007)|c. 102|fig. 1 and 2|claim 1|claims 1-6|paragraphs 0039, 0042)|claim 6|paragraphs 0039, 0040)|claim 4|claim 3|claim 2|claim 5']",KPWOB68ULDFLYX5,ac29b3f6dab34713c1f756b928aff8b5,X,True,20180336485
"6-7,10",2023-12-29,ETL_SYS,False,A1,False,2110,17033837,CTNF,MORIMURA; Shoichi,2116,AOK,2025-01-13 14:32:11,2100,US 20200238466 A1,US,"['c. 102|claim 8|claims 6, 7|c. 103|claim 6|claims 8 and 9|claim 7|claims 11-13|claims. 8']",LQNVMURJGREENX5,73fcaa1d203fe97e90c657bc75955c2a,Y,True,20200238466
8-9,2023-12-29,ETL_SYS,False,A1,False,2110,17033837,CTNF,WATANABE; Katsumi,2116,AOK,2025-01-13 14:32:11,2100,US 20220314295 A1,US,"['c. 102|claim 8|claims 6, 7|c. 103|claim 6|claims 8 and 9|claim 7|claims 11-13|claims. 8']",LQNVMURJGREENX5,39870fedc90d7a85d78e5a27bf87f5c8,X,True,20220314295
2-19,2023-04-26,ETL_SYS,False,A1,False,2150,17117976,CTNF,"Pandhe, Rahul Ramakant",2156,AOK,2025-01-13 14:32:11,2100,US 20050010486 A1,US,"['c. 103|claims 6, 12 and 18|claims 2, 4, 8, 10, 14 and 16|claims 7, 13 and 19|claims 3, 9 and 15|claims 5, 11 and 17|c. 103|claims 7, 13 and 19']",LGV1H36YXBLUEX2,0a72dddcebb43d34d0ef4313eef9ffc8,Y,True,20050010486
2-19,2023-04-26,ETL_SYS,False,A1,False,2150,17117976,CTNF,Weald; Ryan,2156,AOK,2025-01-13 14:32:11,2100,US 20160283460 A1,US,"['c. 103|claims 6, 12 and 18|claims 2, 4, 8, 10, 14 and 16|claims 7, 13 and 19|claims 3, 9 and 15|claims 5, 11 and 17|c. 103|claims 7, 13 and 19']",LGV1H36YXBLUEX2,bee9e118350d9458c99268ed4d55a724,Y,True,20160283460
"2,4,9,11-13,15,17-19",2023-04-26,ETL_SYS,False,,False,2150,17117976,CTNF,,2156,AOK,2025-01-13 14:32:11,2100,,,"['c. 103|claims 6, 12 and 18|claims 2, 4, 8, 10, 14 and 16|claims 7, 13 and 19|claims 3, 9 and 15|claims 5, 11 and 17|c. 103|claims 7, 13 and 19']",LGV1H36YXBLUEX2,ab526e3c0ef8319fbc1a79922035233c,X,False,
"7,16,22",2022-10-03,ETL_SYS,False,B1,False,2150,17172747,CTNF,O'Krafka; Brian Walter,2156,AOK,2025-01-13 14:32:11,2100,US 11327966 B1,US,"['paragraph [0029]|c. 112|figure 5a|fig. 5b|claim 10|claims 1-22|c. 103|figure 1, 102|claim 1|claims 7, 16|figure 5b|claim 22|claims 1-9|figure 9b|claims 5 and 14|figure 6b|claims 9 and 18|claims 4|claims 7 and 16|claims 3, 12 and 21|claims 8 and 17|claims 6 and 15|claims 2|claims 10 and 19|claims 1-6, 8-15, 17-21|paragraph [0029]|c. 112|figure 5a|fig. 5b|claim 10|claims 1-22|c. 103|figure 1, 102|claim 1|claims 7, 16|figure 5b|claim 22|claims 1-9|figure 9b|claims 5 and 14|figure 6b|claims 9 and 18|claims 4|claims 7 and 16|claims 3, 12 and 21|claims 8 and 17|claims 6 and 15|claims 2|claims 1-6, 8-15, 17-21|claims 10 and 19']",L8NDKJ5AXBLUEX1,1d32cc18a7ccdc1074b7441bb4806487,X,True,11327966
1-24,2024-03-29,ETL_SYS,False,,False,2150,17808856,CTFR,,2152,AOK,2025-01-13 14:32:11,2100,,,"['para. [0014]|col. 14|c. 103|section 102|fig. 1]|figs. 1-4|claim 17|claims 3, 7, 12, 14 and 18|para. [0110]|col. 30|c. 102 and 103|fig. 5a|claim 8|claims 1-2, 4-6, 8-11, 13, 15-17 and 19-24|para. [0022-0034]|col. 18|fig. 2a|claim 4|claims 1-2, 4-6, 8-11, 13, 15-17, 19-24|col. 11|fig. 1|claim 2|claims 24|col. 12|claim 12|claims 7, 12|col. 27|claim 7|claims 1, 6, 10 and 15|col. 6|claim 1|col. 13|claim 6|col. 80|claim 9|col. 32|claim 5|col. 29']",LUA4D0NGBLUEX10,7ca36eda649dd16d507e65e5f553ccca,X,False,
1,2024-03-29,ETL_SYS,False,A1,False,2150,17808856,CTFR,Gabay; Chanan,2152,AOK,2025-01-13 14:32:11,2100,US 20140074345 A1,US,"['para. [0014]|col. 14|c. 103|section 102|fig. 1]|figs. 1-4|claim 17|claims 3, 7, 12, 14 and 18|para. [0110]|col. 30|c. 102 and 103|fig. 5a|claim 8|claims 1-2, 4-6, 8-11, 13, 15-17 and 19-24|para. [0022-0034]|col. 18|fig. 2a|claim 4|claims 1-2, 4-6, 8-11, 13, 15-17, 19-24|col. 11|fig. 1|claim 2|claims 24|col. 12|claim 12|claims 7, 12|col. 27|claim 7|claims 1, 6, 10 and 15|col. 6|claim 1|col. 13|claim 6|col. 80|claim 9|col. 32|claim 5|col. 29']",LUA4D0NGBLUEX10,2c4048ebf7f4631e9e6d36c76b4bbb04,Y,True,20140074345
1,2024-03-29,ETL_SYS,False,A1,False,2150,17808856,CTFR,Blumer; Frederick T.,2152,AOK,2025-01-13 14:32:11,2100,US 20130211662 A1,US,"['para. [0014]|col. 14|c. 103|section 102|fig. 1]|figs. 1-4|claim 17|claims 3, 7, 12, 14 and 18|para. [0110]|col. 30|c. 102 and 103|fig. 5a|claim 8|claims 1-2, 4-6, 8-11, 13, 15-17 and 19-24|para. [0022-0034]|col. 18|fig. 2a|claim 4|claims 1-2, 4-6, 8-11, 13, 15-17, 19-24|col. 11|fig. 1|claim 2|claims 24|col. 12|claim 12|claims 7, 12|col. 27|claim 7|claims 1, 6, 10 and 15|col. 6|claim 1|col. 13|claim 6|col. 80|claim 9|col. 32|claim 5|col. 29']",LUA4D0NGBLUEX10,a53159f399fed17630adb253184b96c9,X,True,20130211662
"3,6",2020-08-21,ETL_SYS,False,B1,False,2110,16395299,CTNF,Kadota; Masatoshi,2117,AOK,2025-01-13 14:32:11,2100,US 6697073 B1,US,['column 5|c. 103|section 142|lines 55-56|fig. 1|claim 5|claims 2-9|column 10|c. 112|section 162|lines 41-43|claim 6|claims 1-9|column 1|c. 102|section 161|lines 19-21|claim 3|claims 1-2|section 134|claim 1|claims 3|section 154|claim 4|section 141|claim 8|section 133|claim 7|section 153|claim 2|section 151|claim 9|section 132|section 131'],KE1EM06RRXEAPX4,639b9b0a4682ed0e78010b4b61392931,Y,True,6697073
5,2020-08-21,ETL_SYS,False,A1,False,2110,16395299,CTNF,"Kuroda, Shigeki",2117,AOK,2025-01-13 14:32:11,2100,US 20040017580 A1,US,['column 5|c. 103|section 142|lines 55-56|fig. 1|claim 5|claims 2-9|column 10|c. 112|section 162|lines 41-43|claim 6|claims 1-9|column 1|c. 102|section 161|lines 19-21|claim 3|claims 1-2|section 134|claim 1|claims 3|section 154|claim 4|section 141|claim 8|section 133|claim 7|section 153|claim 2|section 151|claim 9|section 132|section 131'],KE1EM06RRXEAPX4,faea545fe17c48d08a43133d9f9da3f5,Y,True,20040017580
8,2024-02-27,ETL_SYS,False,A1,False,2110,17873724,CTNF,"Nguyen, Tin L.",2114,AOK,2025-01-13 14:32:11,2100,US 20020120886 A1,US,['col. 11|c. 103|section 102|lines 36-50|claim 14|claims 1-18|col. 5|c. 102 and 103|lines 51-57|claim 2|col. 7|lines 50-64)|claim 15|lines 50-64|claim 3|claim 13|claim 1|claim 8|claim 7|claim 9|claim 6|claim 5|claim 4'],LT3BBL6EXBLUEX2,3ed22923eb3faa5340ea481d97e22046,Y,True,20020120886
"6,9-10,18",2024-02-27,ETL_SYS,False,A1,False,2110,17873724,CTNF,Gupta; Amit,2114,AOK,2025-01-13 14:32:11,2100,US 20130080514 A1,US,['col. 11|c. 103|section 102|lines 36-50|claim 14|claims 1-18|col. 5|c. 102 and 103|lines 51-57|claim 2|col. 7|lines 50-64)|claim 15|lines 50-64|claim 3|claim 13|claim 1|claim 8|claim 7|claim 9|claim 6|claim 5|claim 4'],LT3BBL6EXBLUEX2,485f942f1233bb84ff6711caf05ffa00,Y,True,20130080514
"6,9-10,18",2024-02-27,ETL_SYS,False,A1,False,2110,17873724,CTNF,Beg; Mirza Mohsin,2114,AOK,2025-01-13 14:32:11,2100,US 20100318855 A1,US,['col. 11|c. 103|section 102|lines 36-50|claim 14|claims 1-18|col. 5|c. 102 and 103|lines 51-57|claim 2|col. 7|lines 50-64)|claim 15|lines 50-64|claim 3|claim 13|claim 1|claim 8|claim 7|claim 9|claim 6|claim 5|claim 4'],LT3BBL6EXBLUEX2,167ac0af9a1791db0934cc4999a13bc4,Y,True,20100318855
12,2024-02-27,ETL_SYS,False,B1,False,2110,17873724,CTNF,Ottamalika; Iqlas Maheen,2114,AOK,2025-01-13 14:32:11,2100,US 7818274 B1,US,['col. 11|c. 103|section 102|lines 36-50|claim 14|claims 1-18|col. 5|c. 102 and 103|lines 51-57|claim 2|col. 7|lines 50-64)|claim 15|lines 50-64|claim 3|claim 13|claim 1|claim 8|claim 7|claim 9|claim 6|claim 5|claim 4'],LT3BBL6EXBLUEX2,728a05d69c8034dd2f52f0a395b32504,Y,True,7818274
